day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
25,June,2012,35,44,15,1.7,89.1,16.6,8.8,7.0,14.9,9.6,fire
30,August,2012,35,31,16,0.6,93.0,23.5,46.3,10.7,25.8,22.3,fire
26,June,2012,35,58,18,0.2,93.6,27.4,32.2,10.4,32.7,16.1,fire
22,September,2012,30,53,14,1.8,81.3,7.4,7.3,3.9,9.3,0.1,not fire
29,September,2012,34,53,14,0.1,94.4,21.3,90.4,14.7,27.4,3.4,fire
22,July,2012,40,49,11,0.4,94.4,40.2,18.7,11.3,41.4,14.5,fire
4,August,2012,32,56,16,1.1,87.8,7.6,57.9,6.6,6.3,10.6,fire
1,August,2012,30,85,10,0.4,73.8,5.9,137.7,1.2,6.9,2.2,fire
22,August,2012,32,82,14,2.4,72.9,4.2,40.4,2.8,6.2,0,fire
19,September,2012,35,63,15,0.9,79.3,8.5,96.8,3.3,13.9,1.7,fire
17,June,2012,33,71,18,2.7,65.0,17.6,46.3,4.5,18.9,0.7,not fire
25,June,2012,35,71,15,1.0,79.6,10.3,210.4,2.4,10.2,3.8,not fire
14,September,2012,31,68,14,1.3,79.5,10.6,7.6,4.0,12.2,0.9,not fire
2,August,2012,31,63,15,1.1,63.5,4.0,9.2,3.1,5.8,0.2,fire
26,June,2012,32,70,21,0.1,84.6,15.6,30.9,6.3,18.5,13.9,fire
23,July,2012,34,57,17,0.9,75.5,31.6,71.5,6.7,35.8,3.4,not fire
13,June,2012,28,73,15,0.1,77.6,5.5,48.6,3.7,10.2,1.2,fire
26,June,2012,30,48,12,2.8,73.3,9.3,8.7,2.7,10.4,0.1,not fire
15,July,2012,36,53,18,1.5,91.2,19.8,57.1,5.0,22.4,3.9,not fire
1,September,2012,27,68,16,1.6,72.5,1.2,9.8,1.7,1.6,0.4,not fire
25,September,2012,34,67,10,2.0,82.8,5.1,8.2,2.9,6.2,0,not fire
12,June,2012,31,81,17,2.0,72.4,7.3,115.6,2.9,8.8,6.3,not fire
11,June,2012,31,78,16,1.9,66.0,20.5,22.2,2.5,24.4,0,not fire
21,June,2012,31,64,15,2.8,76.1,5.9,44.5,1.5,6.6,0.5,not fire
23,September,2012,31,64,9,0.7,81.8,8.5,7.4,2.5,9.1,1.7,fire
3,June,2012,32,52,11,0.7,76.7,3.7,49.8,2.6,3.9,0,not fire
1,June,2012,34,67,13,3.7,63.5,5.1,8,1.9,5.0,0.5,not fire
19,September,2012,33,37,13,2.1,93.0,10.5,77.8,6.3,12.7,4.9,fire
10,June,2012,32,52,17,0.4,89.5,20.4,52.4,8.2,24.8,2.1,fire
11,August,2012,29,69,18,0.8,74.2,4.5,10.2,4.4,6.3,6.8,not fire
10,September,2012,25,77,10,3.0,52.6,2.9,8.3,0.4,3.6,0.9,not fire
23,September,2012,32,45,14,4.5,75.2,6.0,20.2,2.8,6.6,3.9,not fire
16,August,2012,31,64,14,1.2,82.4,9.8,27.3,5.3,11.5,0.7,fire
9,September,2012,30,53,16,2.4,73.5,7.5,190.6,4.0,8.8,19.3,not fire
31,August,2012,31,65,15,0.8,91.6,10.3,17,7.6,11.6,15,fire
22,August,2012,31,76,21,0.0,93.2,25.8,90.4,10.0,31.1,20.4,fire
30,June,2012,31,70,13,3.5,48.8,5.1,7.3,0.4,5.4,6.3,not fire
2,June,2012,36,71,12,1.0,77.5,3.1,8.2,2.3,3.3,0.4,not fire
14,September,2012,33,60,16,0.4,90.7,18.1,100.7,10.2,22.8,7.7,fire
19,July,2012,31,41,16,1.3,91.4,14.3,37,7.9,15.2,13,not fire
17,June,2012,29,78,20,1.6,69.7,12.1,49.8,4.0,13.9,1.7,not fire
13,September,2012,28,76,19,0.4,82.8,8.8,98.6,5.8,12.1,0.9,fire
21,July,2012,35,67,12,1.5,78.5,18.6,51.6,3.9,20.8,30.2,not fire
15,September,2012,27,67,17,1.0,72.2,13.0,17,3.0,13.6,0,not fire
6,July,2012,38,66,15,0.8,84.6,9.5,159.1,4.5,7.4,3.2,not fire
22,August,2012,37,53,17,0.2,93.5,22.8,130.6,12.8,24.3,5.7,fire
21,September,2012,38,47,11,1.1,90.7,19.6,37.6,7.9,23.7,9,not fire
25,September,2012,37,44,14,2.6,91.4,21.8,57.9,8.1,25.3,6.1,not fire
6,August,2012,31,58,16,0.7,81.5,13.4,29.7,5.7,18.5,24,fire
9,August,2012,32,84,20,3.3,50.3,4.0,8,0.9,3.4,9.9,not fire
12,September,2012,34,55,17,3.0,67.2,1.4,159.1,1.4,2.0,4.2,not fire
7,July,2012,33,53,16,0.7,85.6,22.5,39.1,6.5,24.7,0.9,fire
8,September,2012,28,71,15,1.5,65.1,1.7,8.4,1.5,2.2,0.2,not fire
25,August,2012,31,62,18,1.0,79.9,7.5,145.7,5.7,8.2,3.6,fire
31,July,2012,30,72,17,0.3,87.3,35.9,168.2,8.4,39.4,12,fire
16,July,2012,32,67,19,2.6,76.1,20.1,7.8,3.6,22.3,5.6,fire
14,June,2012,36,44,10,0.3,90.2,20.0,49.8,8.3,24.2,11.6,fire
4,August,2012,25,74,15,2.9,58.1,5.8,41.5,0.7,6.6,0.5,fire
12,July,2012,32,64,22,1.4,91.1,18.0,61.4,8.0,20.9,9.8,fire
8,June,2012,36,54,7,1.1,82.6,15.0,18.7,3.5,17.6,4.2,fire
3,September,2012,31,66,15,2.8,64.7,3.0,8,4.0,2.7,0.3,not fire
12,August,2012,31,90,15,1.3,58.1,12.4,27.1,0.4,18.6,3.1,fire
23,August,2012,32,76,18,3.3,76.2,16.8,34.5,2.4,17.3,0.8,not fire
2,August,2012,29,74,16,4.9,51.7,1.0,36.1,0.4,1.4,0.9,not fire
7,September,2012,32,69,16,1.8,81.9,2.9,65.1,5.2,4.9,15,fire
16,September,2012,30,49,16,1.2,79.5,4.0,45.1,4.8,5.0,0.8,fire
1,July,2012,37,59,8,0.9,80.8,9.0,16.6,3.8,7.9,0.3,not fire
16,September,2012,34,48,14,0.7,93.6,18.7,167.2,11.1,19.4,7.5,fire
27,June,2012,30,80,17,1.1,70.2,30.8,54.2,4.0,35.7,8,not fire
18,July,2012,33,68,14,1.5,89.0,23.3,9.3,6.4,27.7,30.2,fire
5,August,2012,31,75,18,0.3,83.7,19.1,19.7,7.3,22.9,8.3,fire
4,September,2012,25,55,17,4.1,58.7,7.1,14.7,2.2,6.6,3.9,not fire
17,July,2012,33,52,16,0.4,89.5,18.2,181.3,8.4,21.3,0.9,not fire
29,September,2012,35,64,17,0.2,91.8,24.7,61.4,7.6,33.0,13.9,fire
1,September,2012,33,62,12,3.1,73.6,2.8,24.3,1.5,3.1,0.8,not fire
14,July,2012,31,73,13,3.0,63.5,11.3,10,2.3,12.2,7.7,not fire
3,August,2012,32,70,14,0.4,81.6,6.0,8,0.8,5.3,10.6,fire
5,September,2012,33,68,16,1.1,81.3,6.4,7.3,3.3,9.4,0.9,fire
24,August,2012,27,84,18,0.5,69.0,14.4,46.3,0.7,15.9,0,fire
2,June,2012,28,88,18,2.0,63.0,3.6,7.8,1.2,3.9,0.2,not fire
12,June,2012,30,59,18,1.5,88.4,18.0,45.1,6.2,20.4,4.9,fire
10,August,2012,29,60,15,4.0,57.2,2.1,9.2,1.0,2.6,0,not fire
15,September,2012,31,48,17,1.9,81.2,12.6,19.7,8.7,15.0,7.3,not fire
24,August,2012,36,36,16,1.1,91.2,32.4,8.3,6.0,35.0,4.7,fire
6,September,2012,24,60,20,1.9,67.3,6.2,86,3.7,6.9,1.7,not fire
3,July,2012,38,26,11,0.8,90.0,11.0,37.2,9.5,12.4,15.7,fire
9,August,2012,38,48,17,1.6,89.6,16.0,57.1,5.1,17.5,3,not fire
3,June,2012,27,81,16,1.8,68.2,3.2,43.3,1.8,3.7,3,not fire
22,August,2012,35,71,9,1.5,72.6,9.7,15.4,3.6,11.4,0.6,not fire
18,July,2012,38,44,11,0.1,94.4,42.9,28.1,7.6,48.6,15.4,fire
3,July,2012,34,59,17,0.7,86.2,3.6,56.6,3.9,4.0,0.9,not fire
27,August,2012,31,71,11,1.1,85.7,21.7,117.8,3.4,28.3,1.9,fire
29,September,2012,30,72,17,0.3,80.0,25.8,17.8,3.6,32.3,24.5,not fire
4,July,2012,28,73,17,1.2,75.3,16.8,10.5,5.6,15.4,0,not fire
10,June,2012,33,39,14,3.1,90.2,12.1,7.6,8.8,10.5,24,fire
7,September,2012,31,42,15,3.6,71.5,7.4,8.3,4.9,7.8,0.8,not fire
7,June,2012,39,55,16,0.0,94.0,28.5,61.1,12.5,31.2,9.6,fire
28,August,2012,26,84,16,1.0,63.3,3.8,38.8,0.8,5.9,0.9,not fire
7,August,2012,39,58,19,0.9,81.8,21.0,117.1,4.7,24.4,16.1,fire
22,September,2012,33,54,16,1.6,78.4,5.5,8.4,5.0,5.6,20.9,not fire
24,August,2012,36,60,17,0.7,87.7,15.5,17,6.0,15.5,0.2,not fire
9,August,2012,30,63,14,3.5,71.0,2.7,7.8,1.5,2.4,2.8,not fire
24,August,2012,31,70,15,3.4,63.8,5.1,168.2,0.7,7.1,9,not fire
11,July,2012,33,49,14,4.1,76.0,16.0,8,4.2,16.7,0.1,fire
26,August,2012,40,32,14,0.1,95.9,65.6,210.4,18.4,67.8,9.7,fire
18,June,2012,28,56,15,1.7,68.2,10.3,7.6,1.5,14.1,13.9,not fire
3,June,2012,29,41,15,3.3,79.3,11.0,8,6.1,10.1,0.3,not fire
23,August,2012,31,74,11,2.7,66.3,24.4,19.4,3.2,29.7,10.7,not fire
20,August,2012,37,29,12,0.5,95.7,22.5,48.6,13.4,30.0,9.1,fire
9,June,2012,36,68,20,0.4,88.3,19.1,161.5,5.2,23.5,3.8,not fire
16,June,2012,37,56,10,4.4,66.9,9.4,88.7,1.1,10.1,1.7,not fire
30,July,2012,35,57,15,0.6,93.2,35.8,96.8,15.3,39.3,6.7,fire
8,June,2012,32,59,18,0.4,85.1,15.1,21.4,7.8,19.7,3.6,not fire
26,June,2012,32,66,18,1.9,70.6,19.5,86.8,3.9,24.1,6.1,fire
11,August,2012,35,63,15,1.8,78.1,9.0,19.8,1.8,10.9,0.2,fire
19,August,2012,37,50,13,0.4,93.4,13.8,27.7,6.4,14.6,0.3,fire
28,July,2012,34,72,19,0.4,85.1,30.6,50.2,9.1,35.4,11.6,fire
13,July,2012,31,69,15,2.2,78.4,21.5,52.8,3.2,23.1,15.7,fire
27,July,2012,37,36,17,2.5,93.7,30.8,76.4,13.3,32.4,24,fire
7,September,2012,31,52,14,1.4,81.6,6.9,9.2,4.1,7.1,15,fire
26,September,2012,31,65,16,2.4,79.7,12.8,15.4,5.0,15.2,0.1,fire
21,June,2012,32,51,14,0.4,86.4,16.7,8.3,6.9,18.8,0.5,not fire
8,August,2012,36,51,10,5.4,61.4,8.6,15.7,0.3,9.6,0.8,fire
18,July,2012,33,73,14,0.4,90.1,12.9,9.2,9.2,14.0,30.3,fire
28,July,2012,35,43,19,1.0,94.7,36.7,71.5,12.1,42.8,13.7,fire
30,June,2012,32,65,15,3.6,71.9,11.9,18.7,1.6,15.2,7.1,fire
17,August,2012,29,86,21,0.1,82.0,14.6,33.1,3.5,15.6,4.7,fire
18,August,2012,33,70,13,1.8,72.1,5.3,171.3,2.3,7.4,0.2,fire
24,July,2012,41,37,13,0.5,95.5,50.6,37.8,12.0,54.5,9.5,fire
1,June,2012,26,79,15,2.3,46.1,0.8,9.9,0.4,1.2,3.2,not fire
26,July,2012,31,87,12,2.1,61.7,19.0,55.5,0.9,24.6,0.6,fire
8,September,2012,24,80,18,2.3,45.5,7.0,149.2,0.5,11.1,3.2,not fire
14,July,2012,33,83,18,0.7,78.3,35.2,7.1,5.4,39.0,2.2,fire
21,June,2012,33,45,15,3.3,69.3,13.7,57.9,4.5,18.4,7.7,not fire
9,August,2012,30,73,14,3.2,58.0,7.5,28.3,0.6,7.9,0.1,fire
5,June,2012,37,52,15,2.1,90.3,10.1,88.7,7.5,11.0,0.2,not fire
19,June,2012,35,69,17,0.6,88.0,25.3,110.9,7.9,34.9,3.7,not fire
18,August,2012,35,76,16,1.9,74.4,12.7,157.5,1.9,17.0,21.6,not fire
5,July,2012,34,43,16,2.0,76.2,14.1,8.2,2.6,14.6,15.7,not fire
12,July,2012,34,67,17,0.9,90.7,24.7,88.7,7.8,27.3,10.9,fire
17,September,2012,29,48,15,0.1,92.3,35.8,19.8,10.4,46.0,4.1,fire
6,September,2012,32,62,12,1.7,73.6,4.5,16,4.3,6.2,19.5,fire
26,June,2012,29,82,21,0.3,79.9,28.3,29.7,7.9,41.4,2.3,fire
25,September,2012,30,55,13,1.8,73.1,9.6,46.3,1.9,11.7,9.9,fire
20,July,2012,39,42,12,0.7,94.8,41.5,80.3,9.1,45.1,11.3,fire
21,July,2012,34,51,15,1.2,92.8,26.3,7.8,4.8,28.5,19.3,fire
13,July,2012,32,78,18,0.2,84.1,19.5,7.1,8.3,24.5,9.8,fire
23,June,2012,32,71,15,1.2,78.2,29.8,168.2,4.5,32.1,21.6,not fire
9,August,2012,37,80,11,0.2,89.5,5.7,151.3,2.3,7.7,17.3,fire
11,September,2012,31,49,13,1.2,92.1,15.8,7.8,11.3,15.0,7.1,fire
17,July,2012,31,70,16,0.2,84.8,15.7,43.1,6.0,17.2,9.5,fire
5,August,2012,34,35,16,0.1,93.1,25.5,161.5,8.5,33.2,17.3,fire
2,August,2012,30,82,17,1.3,63.6,3.8,8.4,0.8,4.9,0.2,fire
2,August,2012,33,72,19,3.1,63.9,6.3,33.1,1.3,5.0,21.6,not fire
31,July,2012,37,41,12,0.3,93.5,39.1,63.8,11.5,43.3,6.7,fire
27,June,2012,32,67,13,1.7,79.2,15.8,27.3,4.4,17.3,19.4,fire
21,August,2012,33,46,16,0.2,88.5,21.7,42.7,10.5,25.4,7.2,fire
24,July,2012,37,41,16,0.2,90.0,24.5,210.4,13.9,28.7,4,fire
18,September,2012,28,80,12,1.3,61.9,2.7,27.3,0.9,3.6,0.4,not fire
21,September,2012,35,41,14,1.1,91.7,24.1,41.4,6.3,28.1,3.8,fire
6,July,2012,32,57,16,0.4,83.0,18.8,18.5,6.2,21.5,0.2,fire
8,July,2012,37,56,16,0.2,86.4,28.4,29.7,6.9,35.0,fire,fire
26,June,2012,29,60,17,1.3,73.5,19.2,43.1,3.5,23.9,21.6,fire
18,June,2012,37,25,17,1.6,92.4,19.0,137.7,12.1,19.8,5.9,fire
4,July,2012,37,36,16,0.6,92.3,20.2,92.5,11.3,20.8,1.7,fire
20,August,2012,31,39,14,2.7,80.1,9.8,34.1,4.6,8.9,15.2,fire
27,June,2012,36,67,18,1.0,84.9,14.1,10.5,4.2,16.5,0.5,fire
12,September,2012,33,79,15,0.4,71.1,4.0,166,1.8,5.2,0.7,not fire
6,June,2012,31,58,13,1.5,72.9,3.0,59.2,2.2,3.0,3.9,not fire
26,July,2012,36,42,18,1.6,92.9,19.8,110.9,13.3,22.6,24.5,not fire
26,July,2012,36,40,20,0.9,93.8,36.6,8.6,11.8,44.2,8.3,fire
29,July,2012,27,87,17,1.0,78.7,33.0,92.8,5.2,36.1,7.2,fire
3,August,2012,29,70,15,0.2,86.3,3.8,31.6,7.0,4.6,2.7,fire
9,August,2012,38,61,11,1.7,89.4,7.1,17.6,5.1,7.6,0.1,not fire
10,June,2012,30,67,15,0.2,90.8,26.5,22.2,8.8,31.3,1.4,fire
18,July,2012,35,45,12,1.1,93.5,15.9,77,8.4,19.7,19.3,not fire
17,July,2012,32,70,19,2.7,74.1,8.7,59.2,2.9,10.5,4.2,not fire
4,August,2012,32,68,14,2.3,78.7,18.5,161.5,2.8,22.3,3.9,fire
8,June,2012,32,73,17,0.5,77.2,4.5,90.1,1.8,5.8,15.2,fire
9,July,2012,38,43,15,0.1,94.3,53.3,145.7,13.5,61.8,6.5,fire
29,August,2012,37,46,15,0.4,92.9,27.7,50.2,11.1,32.8,5.7,fire
28,July,2012,35,66,20,2.4,77.0,28.2,30.4,4.4,35.4,12.6,not fire
15,August,2012,34,67,14,1.3,75.7,14.7,27.7,4.6,18.9,1.3,not fire
20,August,2012,30,78,11,4.4,50.5,3.6,8.8,0.2,4.3,0.9,not fire
27,June,2012,34,73,19,1.2,86.4,32.1,50.2,4.6,38.2,2.6,fire
21,August,2012,35,34,17,2.0,92.1,40.5,28.1,11.4,45.3,3.6,fire
28,September,2012,30,87,15,1.6,60.5,6.1,8.7,1.6,10.1,5.6,fire
30,July,2012,33,51,21,0.8,91.9,43.0,59.2,10.4,49.2,3.1,fire
10,August,2012,30,67,21,0.1,83.3,19.4,61.4,5.8,20.3,3.2,not fire
5,September,2012,26,89,18,4.5,34.4,1.1,167.2,0.1,1.7,0.5,not fire
28,June,2012,31,68,15,0.4,84.9,7.8,47,5.8,10.0,15,not fire
4,September,2012,31,63,14,1.5,71.7,3.1,45.1,1.2,4.7,6.1,not fire
8,June,2012,34,65,12,0.6,80.6,20.8,67.2,3.7,26.0,2.5,fire
20,June,2012,28,88,16,1.6,53.3,7.4,107,0.4,10.8,0.5,not fire
17,June,2012,41,45,9,1.2,91.0,23.8,20.2,6.7,28.0,0.5,not fire
16,September,2012,32,58,19,2.5,85.1,17.6,28.1,9.0,22.0,14.5,not fire
3,August,2012,23,79,18,1.7,52.9,3.0,190.6,0.3,4.2,4.9,fire
8,August,2012,32,77,16,1.0,81.3,11.0,10.2,4.9,19.6,12.2,fire
2,June,2012,33,45,16,3.1,53.3,1.0,28.9,0.6,1.5,0.4,not fire
11,June,2012,33,65,18,0.3,89.9,27.3,84.4,7.9,29.6,30.2,fire
5,September,2012,31,63,15,2.3,78.5,5.1,151.3,2.5,6.4,2.8,not fire
28,August,2012,36,40,12,0.7,91.7,33.7,71.8,7.6,38.1,22.3,fire
8,August,2012,30,44,16,3.6,74.5,6.0,167.2,2.8,5.9,18.1,not fire
5,September,2012,28,64,15,1.0,74.8,4.1,56.6,2.5,5.5,14.1,not fire
28,September,2012,32,48,16,0.9,90.9,27.7,37.6,9.2,30.7,2.3,fire
25,July,2012,33,64,12,1.5,75.7,15.7,151.3,4.8,19.2,2.2,not fire
2,September,2012,27,60,17,3.7,74.7,1.8,7.3,4.0,2.0,0.1,fire
18,August,2012,34,76,15,1.0,82.9,20.5,220.4,4.8,24.0,fire,fire
30,August,2012,32,75,17,0.8,90.2,37.6,90.1,6.9,42.5,7.3,fire
22,August,2012,35,60,21,3.2,82.5,31.9,141.1,6.3,34.6,26.3,not fire
6,July,2012,37,64,16,3.3,77.9,6.9,7.6,3.1,6.7,3.8,not fire
14,July,2012,33,69,14,0.2,91.3,37.0,84.4,8.6,37.4,10.3,fire
29,August,2012,34,62,20,0.3,93.6,41.4,120.9,9.6,52.9,6.4,fire
11,September,2012,35,40,12,0.3,93.5,8.1,181.3,8.4,13.2,16.7,fire
25,June,2012,36,43,16,2.2,93.0,19.7,151.3,9.6,22.8,2.3,fire
5,August,2012,39,42,13,2.2,90.7,17.3,15.7,6.6,19.3,15.7,fire
13,July,2012,31,83,14,3.6,47.9,6.2,37.8,0.2,6.9,0.8,not fire
20,August,2012,37,53,13,1.7,90.6,26.2,52.8,6.4,33.6,3.9,fire
23,September,2012,32,61,15,0.7,91.8,22.8,71.5,6.8,31.5,13.2,not fire
19,August,2012,34,73,16,0.7,86.4,32.7,90.4,4.5,41.8,10.3,not fire
20,September,2012,31,54,18,3.5,61.4,1.8,34.5,1.5,2.4,13.7,not fire
28,June,2012,30,49,18,0.1,94.3,12.0,14.7,10.0,12.4,18.4,fire
11,September,2012,30,69,15,2.8,63.5,2.7,37,0.6,3.7,0.7,fire
21,July,2012,35,67,14,0.0,94.8,39.2,200.2,10.1,45.5,9.7,fire
17,August,2012,25,75,15,2.4,64.7,6.9,18.7,1.2,8.9,12.9,fire
13,July,2012,30,79,19,0.9,86.1,38.7,71.8,7.8,43.4,10.3,fire
21,August,2012,30,81,21,3.3,46.4,1.6,17.6,0.1,2.2,0.8,not fire
18,June,2012,32,72,20,0.2,92.6,31.4,79.7,11.4,34.7,20.9,fire
8,July,2012,30,77,13,1.0,73.1,12.1,57.9,3.6,15.5,5.6,not fire
3,June,2012,35,50,15,1.0,81.6,8.7,7.1,7.0,11.8,13.5,not fire
6,September,2012,27,70,15,0.9,74.9,6.7,16.3,3.1,8.6,3.1,fire
14,July,2012,34,82,18,0.4,80.9,4.8,26.3,2.0,7.1,0,fire
30,June,2012,29,69,11,1.4,65.3,9.6,27.7,1.9,10.1,2.2,not fire
19,June,2012,34,66,14,0.8,75.5,5.2,145.7,3.4,8.1,0.2,not fire
10,August,2012,30,71,14,2.0,67.7,19.8,90.1,3.4,19.3,0.2,fire
18,August,2012,39,37,13,0.8,95.2,24.3,25.5,9.5,27.1,4.7,fire
25,September,2012,28,83,20,1.1,78.7,2.6,26.6,4.7,3.9,2.8,not fire
23,July,2012,37,62,18,1.3,89.5,17.8,200.2,5.0,21.4,5.9,fire
29,August,2012,32,49,16,4.2,71.0,20.6,28.3,4.1,21.1,9.9,not fire
27,July,2012,36,68,12,0.5,80.4,15.7,8.7,3.1,22.5,31.1,fire
3,September,2012,24,71,15,2.7,64.8,5.1,7.3,4.2,5.9,15.3,fire
14,July,2012,36,77,18,0.9,71.6,21.7,38.8,6.2,27.6,3.1,fire
26,August,2012,31,57,16,1.2,70.7,26.6,8.3,1.4,30.1,14.8,not fire
2,September,2012,26,85,17,1.6,48.0,3.7,25.6,0.6,4.8,0.5,not fire
22,September,2012,28,47,13,1.5,91.6,5.2,177.3,9.4,5.3,18.4,not fire
13,September,2012,29,71,17,0.5,80.9,1.7,54.2,1.2,3.1,0.7,fire
21,July,2012,36,51,12,0.1,95.4,25.0,27.1,11.9,25.1,8.3,not fire
12,August,2012,30,60,20,1.8,70.0,5.3,51.6,4.0,5.3,26.9,not fire
8,August,2012,25,74,22,2.0,67.6,3.3,63.8,1.5,5.7,0.1,fire
15,July,2012,27,75,17,1.5,73.5,2.4,107,1.8,3.5,4.2,not fire
22,July,2012,30,78,19,1.9,67.8,22.1,8.3,4.9,24.2,2.2,not fire
26,June,2012,34,77,19,0.7,79.7,29.6,15.4,7.1,34.4,11.6,fire
8,June,2012,34,75,17,0.8,84.2,9.9,32.2,7.2,13.6,12.6,fire
16,July,2012,33,68,19,1.8,71.5,16.4,47.2,2.5,19.8,9.9,not fire
21,June,2012,32,56,13,1.5,77.9,8.8,14.6 9,2.1,10.6,6.3,not fire
6,July,2012,35,60,14,0.2,90.4,20.1,47.2,5.6,22.5,1.7,fire
12,June,2012,34,44,14,1.7,84.1,7.8,24,10.8,8.2,0.6,not fire
1,September,2012,25,77,17,3.6,47.1,1.3,10,0.5,1.8,0.4,fire
5,September,2012,28,70,19,3.8,52.6,2.7,52.4,2.5,3.2,0.4,not fire
13,July,2012,33,74,18,0.8,73.9,10.9,6.9,1.6,11.6,16.1,not fire
18,August,2012,35,38,13,1.1,91.9,32.8,17.6,8.9,32.1,7.1,fire
6,July,2012,32,68,17,3.1,61.8,7.7,137.7,1.0,7.9,0.8,not fire
24,August,2012,31,71,17,0.5,83.3,28.7,8.4,5.5,30.4,2.5,fire
11,June,2012,31,77,13,1.1,69.1,3.5,92.8,0.7,6.3,16.3,fire
11,June,2012,32,47,21,1.8,85.1,24.5,77.8,4.9,24.2,13.7,not fire
29,August,2012,27,89,24,1.3,65.2,18.6,21.4,1.1,24.8,14.6,fire
19,July,2012,37,70,16,0.3,90.0,26.1,49.8,7.3,29.9,24,fire
2,June,2012,32,83,15,1.3,63.2,9.6,7.4,1.1,13.2,1.7,not fire
26,July,2012,35,64,11,0.8,81.1,28.0,55.8,5.1,33.1,12.9,fire
27,August,2012,36,54,16,1.9,73.7,17.9,10.5,5.0,18.2,3,not fire
22,September,2012,27,60,17,4.6,62.6,2.6,168.2,1.3,3.2,0,fire
17,July,2012,27,65,20,1.1,82.6,11.4,33.1,8.5,9.9,3.4,fire
19,September,2012,32,71,12,1.2,78.4,13.9,107,5.5,16.4,13.9,fire
7,June,2012,27,81,18,1.9,62.5,1.5,76.4,3.1,1.9,15.3,not fire
8,August,2012,41,48,14,0.1,95.1,29.4,80.3,12.6,32.9,11.9,fire
23,June,2012,37,49,16,0.1,92.6,37.2,10.2,9.4,45.3,30.2,fire
21,June,2012,35,55,14,0.2,91.1,12.9,36.8,7.7,14.1,8.3,fire
31,June,2012,33,28,14,0.6,93.5,26.5,41.3,10.6,35.6,8.3,fire
20,July,2012,30,64,12,1.1,69.8,22.3,71.5,5.2,24.7,24.5,fire
13,July,2012,31,68,19,2.4,66.3,13.4,7.9,1.3,14.2,0,fire
1,July,2012,27,80,19,2.1,62.7,2.1,220.4,2.0,3.3,0.7,fire
3,August,2012,32,68,13,3.6,67.8,4.1,71.8,1.7,5.4,0.3,fire
6,September,2012,28,67,19,5.5,54.5,6.0,33.1,1.9,6.8,0.8,not fire
12,September,2012,30,60,12,3.8,55.7,1.8,33.1,0.2,2.3,3.2,not fire
3,July,2012,35,44,12,0.4,93.3,32.3,120.9,10.6,34.3,3.8,fire
4,September,2012,33,50,18,0.9,91.1,5.2,117.1,7.7,6.7,9,fire
2,July,2012,32,79,17,1.0,73.5,27.8,36.1,4.0,29.7,15.7,fire
15,June,2012,34,60,15,2.6,81.1,9.1,136,4.3,11.5,0.1,not fire
20,September,2012,34,45,20,0.5,94.3,18.2,67.2,10.4,17.5,3.1,fire
3,July,2012,36,59,14,1.8,79.8,9.6,15.9,6.1,10.5,2.2,not fire
7,September,2012,35,41,12,1.1,80.0,13.3,41.5,6.9,12.6,2.2,not fire
28,August,2012,29,79,17,0.3,75.5,28.6,16,4.8,39.3,18.4,fire
22,August,2012,31,69,14,1.0,85.5,8.3,10.5,3.1,8.3,0.6,fire
5,June,2012,31,73,15,2.0,69.2,6.7,18.4,0.5,9.2,0.3,fire
2,August,2012,28,82,14,4.0,50.0,1.7,24.3,0.8,2.1,0.4,fire
16,July,2012,37,43,19,0.5,94.9,13.8,117.8,14.5,15.9,16.8,fire
6,August,2012,32,73,18,1.0,80.3,3.5,88.7,5.2,4.2,3,not fire
18,June,2012,33,53,13,2.6,67.0,16.3,8,5.0,13.6,17.3,not fire
23,July,2012,31,57,11,1.0,86.3,17.9,27.7,3.5,18.4,16,fire
11,September,2012,36,42,19,0.6,90.6,13.6,18.4,9.7,15.3,24,fire
7,June,2012,28,85,22,0.1,76.0,10.3,94.7,5.8,12.5,17.3,fire
8,July,2012,33,78,20,1.7,84.8,21.9,141.1,3.5,32.2,4.1,fire
16,August,2012,33,42,18,1.1,83.9,18.8,38.3,8.7,24.5,21.6,not fire
22,July,2012,36,61,18,0.2,90.9,32.0,54.3,9.2,41.2,3.9,fire
15,July,2012,33,69,19,1.3,71.5,29.6,80.6,5.1,33.2,6.3,fire
24,July,2012,39,57,10,2.6,79.4,19.4,27.9,5.0,24.7,5.2,not fire
8,June,2012,29,47,17,0.4,87.4,10.6,37.8,8.1,12.0,13.7,fire
6,July,2012,27,88,19,2.3,43.8,8.1,47.2,0.7,11.0,0.5,not fire
20,August,2012,31,72,18,0.6,89.4,19.5,65.1,9.0,20.8,21.6,fire
30,July,2012,32,41,19,1.6,85.1,26.1,177.3,8.9,27.6,14.6,not fire
7,August,2012,32,70,20,0.2,83.3,19.7,28.9,5.8,23.9,1.2,not fire
16,July,2012,32,75,18,0.8,81.6,24.1,47.2,6.8,21.4,15.7,fire
20,June,2012,27,86,15,1.5,63.5,7.7,9.5,1.4,6.9,10.6,fire
27,June,2012,25,76,22,2.6,76.5,11.8,7.5,5.7,14.2,14.6,not fire
12,June,2012,35,54,15,0.2,89.1,31.6,67.2,10.1,33.9,3.1,fire
15,August,2012,37,45,16,1.0,89.1,14.3,14.2,4.5,17.6,3.7,not fire
